"model_a","model_b","metric","repeat_id","model_a_estimate","model_b_estimate","raw_difference_a_minus_b","interpretation"
"primary_modern","historical_benchmark","calibration_slope",20,0.890770219896597,0.903969506538093,-0.0131992866414965,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",1,0.806052229996257,0.812185079611874,-0.00613284961561722,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",2,0.799660245889839,0.805274826523855,-0.00561458063401565,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",3,0.801934870864645,0.807549451498661,-0.00561458063401565,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",4,0.809075465722265,0.813164032132677,-0.00408856641041144,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",5,0.803863983185051,0.811148541648671,-0.00728455846362042,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",6,0.810054418243068,0.813221617575077,-0.00316719933200893,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",7,0.80717514612306,0.811522847024272,-0.00434770090121217,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",8,0.802136419913046,0.808240476807463,-0.00610405689441706,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",9,0.806397742650658,0.809536149261467,-0.00313840661080877,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",10,0.804583801215053,0.808758745789064,-0.00417494457401169,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",11,0.80369122685785,0.80731910972906,-0.00362788287121019,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",12,0.80700238979586,0.811781981515073,-0.00477959171921338,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",13,0.803777605021451,0.81065906538827,-0.00688146036681925,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",14,0.805246033802655,0.809708905588667,-0.00446287178601246,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",15,0.807491866056261,0.812559384987475,-0.00506751893121415,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",16,0.802769859779448,0.808470818577064,-0.00570095879761601,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",17,0.811666810630273,0.81411419193228,-0.00244738130200683,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",18,0.808269269528663,0.809939247358268,-0.00166997782960465,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",19,0.799516282283839,0.803086579712649,-0.00357029742880999,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","auc",20,0.802280383519046,0.805044484754254,-0.00276410123520776,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",1,0.174055085408087,0.171987792784885,0.00206729262320196,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",2,0.177389363409748,0.175389038191729,0.00200032521801891,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",3,0.175629827043501,0.173962316183686,0.00166751085981556,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",4,0.172697529022767,0.171839124972383,0.000858404050383288,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",5,0.175714021080037,0.172424477014284,0.00328954406575208,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",6,0.171926911719259,0.170899495613014,0.00102741610624524,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",7,0.17385383837145,0.172199734443482,0.00165410392796755,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",8,0.176030991697157,0.173900858745733,0.00213013295142445,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",9,0.174499674713069,0.173257396540864,0.00124227817220476,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",10,0.175400574616729,0.174578736717456,0.000821837899273037,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",11,0.174649927773048,0.174076126652669,0.000573801120379164,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",12,0.17346453600696,0.172177793076781,0.0012867429301793,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",13,0.175221073712631,0.172868758225288,0.00235231548734249,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",14,0.174376026759906,0.172830657207411,0.00154536955249476,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",15,0.173749715859738,0.172121281741565,0.00162843411817265,"Raw paired difference; preferred direction depends on the metric."
